year,mileage,tax,price
2019,4500,145,22990
2016,20335,30,18982
2017,19366,145,17791
2013,41539,30,8495
2017,26702,145,19995
2016,26371,30,13485
2017,22491,125,17399
2013,10800,570,54850
2019,6000,145,26490
2019,6000,145,25490
2019,2091,145,22990
2016,32230,30,13490
2020,6000,145,34990
2019,6000,145,33990
2018,22900,145,21490
2019,9804,145,51490
2017,24953,200,26990
2018,29035,150,25990
2020,1487,150,43990
2015,59650,200,19990
2018,16100,145,29990
2017,13163,145,22490
2016,31128,165,24990
2016,27915,30,19990
2017,20477,150,17990
2017,24842,20,14990
2017,47124,150,24990
2016,29012,30,20990
2018,13213,145,72990
2018,19940,145,54990
2017,3000,145,21990
2017,40000,145,20000
2017,10481,0,12490
2016,25955,30,17490
2019,11200,145,19990
2016,39820,145,17925
2019,3624,145,24990
2017,28744,145,19490
2017,41000,145,22990
2019,10380,145,23490
2019,5000,145,31990
2019,8900,145,46990
2020,6000,145,62990
2019,7118,145,32990
2017,22640,145,29990
2019,6000,145,25990
2019,6000,145,38990
2019,6000,145,20476
2019,6000,145,28541
2018,24340,145,45990
2015,57204,200,17990
2017,20768,145,28890
2020,6000,145,38695
2019,5000,145,32990
2019,5000,145,39990
2020,6000,145,26011
2018,10000,145,25050
2017,13890,145,29990
2017,24751,125,18990
2018,10981,145,24990
2019,4536,145,34750
2016,47750,160,24990
2016,36668,30,14490
2015,48164,235,26990
2018,28660,145,18990
2019,9499,145,23990
2017,36310,145,24990
2015,27151,200,22490
2019,5000,145,22990
2019,1293,145,24490
2019,100,145,27490
2019,2790,145,35490
2019,2910,145,38990
2019,3302,145,23990
2018,13264,145,20990
2019,4474,145,54990
2019,1335,145,38990
2017,6950,145,15490
2019,3000,145,39990
2019,2500,145,24490
2019,2000,145,18990
2019,2392,145,22061
2019,3988,145,59990
2019,3139,145,47990
2018,25889,145,39995
2020,6000,145,26089
2020,6000,145,44990
2020,6000,145,24825
2019,4500,145,31990
2019,3500,145,25490
2019,9750,145,37490
2019,6000,145,22059
2016,20851,30,15990
2020,5000,145,89990
2019,2778,145,23990
2019,6000,145,23990
2019,6000,145,25990
2019,500,145,32990
2019,8011,145,31990
2019,2473,145,29990
2020,5000,135,48990
2017,25807,145,20490
2017,4274,145,31990
2019,2044,145,22490
2019,6000,145,22967
2019,6000,145,45990
2019,10654,145,25990
2019,6000,145,24990
2019,100,145,45990
2017,18881,145,61490
2019,2000,145,25690
2019,3000,145,22490
2019,3584,145,47990
2016,15982,0,11990
2017,31690,125,20990
2017,18092,145,17990
2018,13667,145,33990
2020,6000,145,26139
2017,42171,145,15767
2018,17800,145,21990
2019,6000,145,25490
2019,500,145,40990
2019,6000,145,20595
2019,822,145,23490
2019,6000,145,32082
2017,29040,30,12690
2016,39715,0,10790
2019,3000,145,38990
2019,3561,145,24479
2019,4500,145,26990
2019,5000,145,27990
2019,2500,145,26990
2019,5000,145,27990
2019,11000,145,28990
2014,28510,125,13141
2020,700,150,30990
2018,10500,150,22990
2017,25874,150,25990
2017,27317,150,11990
2017,26994,0,11990
2016,35285,200,32990
2016,32371,30,13990
2018,4712,145,17490
2017,26254,30,16990
2017,35543,145,13490
2017,37697,150,16450
2017,44857,240,25290
2020,4000,145,30450
2019,11310,150,21490
2019,7462,150,22453
2015,46600,165,17990
2014,50500,20,10990
2017,26590,165,24490
2018,22767,145,49990
2020,6000,150,48990
2017,31018,200,23490
2017,44738,145,20990
2019,6681,145,30990
2016,28894,30,14795
2018,15392,145,24850
2018,16953,145,24490
2018,9555,145,21450
2016,11000,30,16900
2019,3345,145,26290
2019,2192,145,33950
2018,17012,145,18490
2020,3000,145,51995
2014,29074,145,15000
2015,29565,125,9995
2019,5454,145,28990
2019,5874,145,24990
2018,12000,145,33990
2016,16000,300,39995
2018,10500,145,21990
2015,48164,235,26990
2019,15116,145,21490
2017,22489,145,35495
2017,49227,145,22950
2019,12152,150,21490
2019,5301,150,34990
2019,4533,150,22290
2019,5523,150,24490
2019,1701,150,27950
2019,11296,150,31950
2019,6605,145,22950
2019,4214,145,26750
2019,7261,145,25950
2015,56310,160,15250
2017,12298,145,24860
2016,31188,0,10070
2018,15414,145,20960
2016,55039,200,27990
2015,35924,0,9671
2015,81238,20,11641
2018,22305,145,18491
2019,6000,145,26950
2019,8000,145,27995
2019,5000,145,27995
2020,5000,145,49990
2016,64460,200,30490
2019,5940,145,33290
2019,6941,145,36990
2018,15887,145,52990
2019,3760,145,34950
2019,3871,145,31990
2019,6366,145,28900
2019,9662,145,26495
2019,10122,145,23450
2016,51600,325,48990
2018,8872,145,38990
2019,3774,145,24990
2020,4000,145,28995
2020,2000,145,37495
2015,41996,30,14450
2019,15648,145,29850
2019,9818,145,22690
2019,15202,145,22990
2019,12244,145,30450
2019,8761,145,30450
2016,44214,30,16800
2017,22100,145,21350
2019,6339,150,43541
2016,38505,165,17961
2019,3877,150,32111
2018,18873,145,22490
2019,5000,145,23990
2019,4484,145,23990
2019,5113,145,29990
2019,11475,145,45990
2015,44100,235,26490
2017,12782,145,15490
2020,1912,145,27911
2016,16141,30,16490
2017,12214,145,19995
2019,6994,145,23990
2017,8996,0,13290
2019,1453,145,23990
2019,8500,145,45990
2019,6000,145,27990
2019,4290,145,33990
2017,19241,145,25672
2016,43653,200,31782
2016,47248,125,17992
2017,38516,300,45790
2016,36538,200,21995
2019,14000,145,27495
2020,3000,145,32995
2018,4524,145,35000
2017,22000,150,17495
2017,40000,150,16450
2016,23711,30,16511
2019,10325,150,19111
2017,29891,20,14451
2019,7694,150,18611
2018,40274,150,49981
2017,7326,20,16272
2018,3562,145,94990
2016,30530,200,20895
2017,16497,145,19395
2019,2485,145,27250
2019,6000,145,24990
2019,3283,145,31490
2019,5000,145,50990
2019,1213,145,26990
2019,5000,145,35990
2019,5000,145,31990
2019,1585,145,31990
2019,5000,145,26990
2016,39475,160,18950
2019,1000,145,25950
2019,1000,145,21900
2019,1000,145,21800
2019,1947,145,25354
2019,14670,145,21586
2017,8641,145,20692
2017,13257,145,21312
2019,2596,145,30886
2016,73090,235,23782
2019,14311,145,32170
2019,5880,145,20834
2019,723,145,21286
2019,9640,145,18830
2015,31851,30,12822
2016,28636,20,14995
2020,2000,145,29750
2018,8220,145,18995
2018,23100,145,26490
2017,18000,30,16995
2016,43438,30,15750
2017,4685,145,33950
2019,3440,145,42950
2019,2000,145,23750
2019,6000,145,27495
2019,9000,145,44950
2019,2000,145,30950
2019,5000,145,21950
2019,10205,145,25050
2019,18961,145,33440
2019,5607,145,34936
2017,28849,30,18442
2017,48272,150,27991
2019,5123,145,29566
2019,7483,145,20190
2018,21825,145,25472
2017,19731,145,22602
2018,16393,145,24451
2013,28125,30,13841
2017,35457,150,16861
2019,6267,145,23990
2020,3815,145,38330
2020,4709,145,35220
2016,13505,30,18962
2018,13710,145,18640
2019,5605,145,28856
2019,2860,145,31324
2019,5291,145,33094
2019,6771,145,19806
2019,6024,145,32576
2019,6831,145,34452
2019,4868,145,21262
2019,5999,145,21172
2019,1998,145,21482
2015,24426,30,15662
2019,7000,145,20026
2019,21274,145,21010
2018,9427,145,33172
2019,4007,145,20006
2017,50689,145,15601
2019,15811,145,26946
2019,10606,145,22340
2019,4598,145,25290
2017,26494,150,28500
2016,33620,160,21965
2019,5000,145,42989
2020,8115,145,43890
2019,11614,145,25380
2019,15302,145,31720
2019,17790,145,27160
2019,12762,145,24305
2019,9052,145,21276
2019,20091,145,37020
2018,31850,145,30661
2019,2877,145,21422
2019,9893,145,23766
2019,9961,145,18530
2019,9889,145,25160
2017,7957,200,25352
2020,1222,145,21600
2019,4569,145,22784
2016,31776,30,17211
2019,8078,145,19900
2019,5922,145,20630
2019,5249,145,46212
2019,9394,145,28020
2019,8583,145,21910
2017,31834,30,21500
2017,14930,150,20000
2017,22766,30,16000
2019,6875,145,32101
2016,26916,0,11062
2017,34687,145,23362
2016,21059,160,19499
2017,11881,145,19999
2016,27820,30,14999
2014,33703,20,10999
2017,37317,150,21799
2019,2513,145,26991
2020,1322,145,18330
2019,8231,145,36780
2019,5555,145,33716
2019,4293,145,37966
2017,24153,30,16900
2019,3861,145,27900
2019,5041,145,21500
2017,19588,145,15699
2015,69124,30,10499
2015,20108,200,19000
2018,5876,145,53900
2019,6005,145,28900
2016,27062,30,12900
2017,27317,150,18900
2017,32189,150,19900
2017,30418,150,21000
2016,27984,20,13900
2019,2728,150,23900
2018,19112,150,38500
2016,29891,0,12831
2018,2249,145,38572
2019,5313,145,22986
2018,9101,145,27292
2017,15664,145,22632
2017,20801,145,37442
2018,62349,145,24582
2016,40600,125,15441
2018,18049,145,27942
2020,1401,145,30210
2020,2166,145,31990
2020,1766,145,34210
2018,28284,145,16012
2019,9126,145,56000
2019,6101,145,30000
2019,9002,145,53000
2017,43113,145,19900
2019,1843,145,21500
2017,29834,145,24900
2013,49600,260,21950
2016,13664,30,20190
2015,35905,565,29995
2018,13199,145,27777
2019,8396,145,20682
2019,5990,145,34412
2020,877,145,19610
2020,333,145,133900
2019,514,150,18900
2014,11855,125,11900
2017,22299,150,20500
2019,4781,150,22500
2016,31267,240,32900
2019,6457,150,31900
2019,2000,145,34000
2020,1000,145,52000
2019,2000,145,21500
2019,2000,145,23000
2019,2000,145,25000
2019,2000,145,22000
2019,4920,135,45000
2019,1000,145,31500
2019,1000,145,21500
2020,1000,145,78000
2020,1000,145,26000
2020,1000,145,34500
2020,2000,145,48500
2020,1000,145,37000
2020,1000,145,24000
2020,1000,145,26000
2019,2000,145,26000
2019,2000,145,34500
2020,1000,145,31500
2020,1000,145,28500
2019,2000,145,23000
2020,1000,145,25000
2019,11337,150,18700
2017,10239,165,21500
2016,20871,150,18800
2020,4060,145,49000
2019,1,145,69000
2019,3058,145,24000
2019,2246,145,24500
2016,22288,20,14700
2017,30624,125,17900
2020,1000,145,29000
2020,1000,145,28500
2020,5000,145,35000
2019,266,150,30500
2018,14992,150,14900
2017,20541,150,22800
2019,11698,150,32500
2019,2369,150,35900
2019,2455,150,22900
2019,3258,150,35900
2020,1000,145,30000
2020,1000,145,38000
2020,1000,145,30000
2019,3300,150,22900
2016,27618,30,16000
2020,2000,145,58000
2020,1000,145,52000
2020,2000,145,38000
2018,8560,145,18900
2019,1000,145,60000
2019,1000,145,32500
2019,1000,145,25000
2020,1000,145,31000
2020,1000,145,44000
2020,100,145,26500
2020,1000,145,25500
2020,1000,145,25500
2020,5000,145,26500
2020,1000,145,30000
2018,7899,150,22800
2018,40184,150,24900
2019,1000,145,34000
2019,3000,145,26000
2019,1000,145,34000
2019,1000,145,26000
2019,2000,145,32000
2019,2000,145,31000
2019,2839,145,31900
2019,1000,145,24000
2019,9577,145,31000
2019,6273,145,35500
2019,1000,145,25000
2019,5027,145,34000
2019,1000,145,30000
2019,6596,145,28000
2019,4272,145,19700
2019,5374,145,28500
2015,38461,30,13400
2019,10897,150,23500
2017,27560,150,12500
2019,2061,150,22500
2016,20185,20,14200
2017,10950,150,18900
2017,12727,150,18900
2019,1000,150,18500
2016,38882,30,17800
2018,16437,150,23700
2018,25105,145,23900
2016,37670,145,18500
2018,2672,145,21200
2019,13178,145,44500
2019,2000,145,25000
2020,2000,145,37000
2019,1000,145,29500
2019,1000,145,26000
2019,1000,145,21500
2019,1000,145,34000
2019,1284,145,29950
2019,1484,145,22950
2019,3484,145,29950
2017,41193,145,17950
2019,8867,145,42450
2017,13449,145,31850
2017,18315,145,19950
2017,26316,145,19950
2015,53065,30,14950
2015,55449,160,22450
2016,27196,30,19750
2017,20559,145,19950
2016,26436,200,19450
2016,28987,200,21950
2016,24319,145,19950
2016,27800,125,20950
2016,42300,30,15490
2016,22226,200,20994
2016,34066,30,15989
2016,17019,30,16999
2016,25344,200,23950
2014,57700,30,16450
2015,43988,20,11850
2019,3198,145,20950
2019,2583,145,19950
2019,2155,145,23950
2019,4195,145,22450
2019,2445,145,20850
2019,5484,145,38950
2019,5450,145,32850
2019,14051,145,41850
2019,13856,145,56950
2019,6602,145,31950
2019,8130,145,25950
2019,11751,145,47850
2019,28,145,20450
2019,44,145,20450
2020,78,145,27450
2020,480,145,29950
2020,1000,145,21450
2018,21000,145,26000
2015,56586,200,17700
2016,42829,300,32850
2019,6100,145,31950
2019,4840,145,27950
2019,7975,145,21950
2019,9097,145,25950
2019,12195,145,54950
2019,10618,145,36950
2019,16500,145,22450
2019,2983,145,20490
2015,74478,200,12000
2016,40683,125,11500
2017,19365,20,16000
2018,33460,145,23400
2018,28249,145,42500
2017,34128,330,30000
2017,40795,0,11600
2017,20478,145,18750
2017,21146,200,25350
2018,5229,145,24350
2019,6521,145,30790
2019,2742,145,21990
2019,1620,145,22490
2019,1501,145,22490
2019,547,145,22790
2019,9685,145,31490
2019,2580,145,22890
2019,6337,145,32850
2017,26396,200,25350
2018,12447,145,26995
2015,27141,200,21950
2016,11349,30,14450
2015,31997,200,32450
2018,22224,145,25990
2015,38122,145,17650
2017,13051,150,56950
2019,7606,145,57970
2019,2200,145,20750
2019,2868,145,19980
2019,1898,145,41995
2015,42550,145,17490
2019,15813,145,21750
2019,14120,145,31250
2017,18053,200,24800
2017,38221,145,24450
2019,11717,145,45500
2019,6150,145,26995
2019,50,145,46850
2019,3450,145,46500
2019,8177,145,23495
2019,7062,145,17995
2019,4775,145,21000
2019,1547,145,32500
2019,6032,145,26495
2019,2288,145,26495
2019,3848,145,25250
2019,3974,145,26500
2020,826,145,42500
2019,8566,145,33500
2019,3860,145,33995
2015,29102,20,15999
2016,36461,0,37999
2017,29747,30,17599
2018,10413,145,20799
2019,4392,145,35995
2015,50506,20,10995
2016,47776,0,10250
2019,7450,145,19500
2019,5235,145,31500
2017,9480,145,21995
2017,24000,150,19995
2016,21658,0,10795
2016,32390,125,17950
2016,54697,30,15489
2016,27170,200,25995
2019,20,145,34995
2015,29838,200,21495
2019,4084,145,23495
2019,2620,150,18990
2019,291,150,18990
2014,38555,20,12995
2017,22104,30,13795
2019,12500,145,29980
2019,5024,145,21750
2019,50,145,42500
2020,6840,145,29980
2020,3911,145,35995
2019,9967,145,22990
2019,4054,145,33950
2019,4980,145,33950
2016,31299,125,21950
2016,39990,30,18995
2017,29041,150,19995
2016,40525,165,19490
2017,28988,150,21995
2018,19311,150,19995
2017,32565,150,19995
2019,9801,150,22495
2019,8750,150,22495
2019,4000,145,25500
2019,5117,145,37000
2019,3797,145,26500
2019,2369,145,116000
2016,27266,200,22450
2015,54549,0,12450
2018,4847,145,26450
2017,27838,150,36490
2017,35852,150,20995
2019,14291,150,26490
2019,7769,145,28500
2019,7499,145,26000
2019,1000,145,31500
2016,18486,0,18900
2019,8417,145,35500
2016,38367,30,18900
2016,35233,200,20750
2017,33761,145,12750
2019,9000,145,26990
2018,7441,145,22950
2019,5804,145,23940
2019,5556,145,26990
2019,8799,145,24990
2019,3272,145,21990
2019,6042,145,29950
2019,9181,145,25450
2019,5824,145,30950
2019,6107,145,30950
2019,6621,145,28450
2020,4500,145,34450
2017,38513,300,47450
2017,21134,145,25450
2018,15308,145,17950
2019,6612,145,36990
2019,8186,145,34990
2019,69,145,26940
2018,15887,145,59450
2019,9406,145,21950
2019,1154,145,32790
2019,5212,145,26990
2019,6721,145,28450
2019,8206,145,51950
2019,10492,145,41750
2019,8000,145,35990
2019,2500,145,23450
2019,7000,145,32990
2020,2500,145,27450
2020,1600,145,30995
2014,48792,125,15450
2016,31075,125,15750
2016,26701,30,16950
2020,2500,145,43990
2020,768,145,62900
2019,4502,145,28750
2018,10443,145,33450
2020,2900,145,40990
2019,6575,145,22450
2015,19379,145,18350
2019,7753,145,31490
2019,11020,145,29950
2019,9140,145,32950
2019,5291,145,30900
2019,1000,145,26000
2019,1000,145,23000
2019,1000,145,30500
2017,17771,30,19750
2017,23966,145,25450
2019,2915,145,20995
2017,21585,145,27450
2020,1364,145,54995
2020,1600,145,54950
2020,1432,145,27990
2020,1500,145,30990
2017,34022,145,18950
2017,33297,145,22750
2019,1600,145,29950
2019,2204,145,25420
2019,107,145,26990
2016,57000,200,29990
2017,28500,20,16990
2020,2950,145,32490
2019,1000,145,32500
2019,1000,145,45000
2019,1000,145,54500
2019,5000,145,26000
2019,6939,145,26500
2019,1297,145,33500
2019,5000,145,24990
2017,20500,150,20450
2019,8251,150,23950
2017,26953,145,17490
2017,38235,145,19490
2019,4620,150,33250
2019,4094,150,22490
2015,53894,165,16490
2016,22639,165,30495
2016,64049,150,18990
2019,3717,145,23995
2019,7076,145,44990
2017,34235,145,18250
2019,6105,150,23990
2016,15226,125,19495
2013,86999,125,8295
2018,10500,150,18450
2016,23500,165,20450
2018,22500,150,14750
2017,30000,240,33950
2017,29500,150,16450
2020,2500,150,21450
2015,62500,0,9450
2019,4879,150,31950
2016,21114,20,13490
2019,7617,150,21990
2019,15342,150,30895
2019,4000,150,49900
2013,75142,30,8990
2018,8100,150,18990
2019,1000,145,54000
2019,6612,145,26500
2019,9898,145,47000
2019,10949,145,33000
2019,5000,145,24500
2019,3238,145,34800
2019,10628,145,36500
2016,25158,125,16900
2019,2963,145,22500
2019,11687,145,21900
2019,12697,145,44500
2017,20000,150,16990
2016,15534,30,13490
2013,67000,125,10990
2015,46000,20,15900
2020,5000,145,26900
2020,5000,145,27900
2020,5000,145,46990
2017,31000,150,15900
2017,15000,150,20490
2019,6119,150,30790
2019,318,150,32490
2019,2813,150,22490
2017,25000,145,19450
2016,19158,30,14995
2019,8933,145,26500
2019,5542,145,34000
2019,4418,145,23900
2019,3794,145,31900
2019,6109,145,26500
2019,5492,145,34000
2019,3258,145,25400
2019,2552,145,23490
2016,52821,260,22950
2019,6227,145,59950
2019,3500,145,45950
2015,43601,20,15990
2018,15000,150,26900
2016,49459,305,28500
2013,48250,205,13495
2016,35252,205,19900
2016,14782,150,16490
2019,1000,145,25500
2020,241,145,28800
2015,18101,145,19900
2020,3007,145,32500
2020,5000,145,29990
2020,5000,145,27990
2019,4876,145,23950
2019,3193,145,21950
2019,6985,145,22950
2019,7100,145,24990
2016,60270,160,20990
2019,8800,145,26900
2019,100,145,23990
2019,7077,145,67900
2020,5000,145,27900
2019,5000,145,36990
2019,1489,145,21890
2019,11128,145,29250
2019,7500,145,28990
2019,1000,145,63950
2019,6001,145,31490
2019,2346,145,24990
2015,43288,145,13310
2013,45793,260,14500
2019,3189,145,22500
2019,10224,145,36900
2019,4641,145,29900
2019,8253,145,21300
2016,23382,30,16900
2017,14000,145,12900
2019,3000,145,24990
2019,3350,145,30495
2019,3338,145,24990
2019,5000,145,32990
2019,5214,145,26990
2019,4042,145,35950
2019,5000,145,27990
2019,5937,145,39950
2016,30275,205,16900
2019,4551,150,27900
2017,31597,30,13400
2019,4520,145,22690
2019,2221,145,22490
2019,2469,150,56400
2019,6777,150,23490
2019,5894,150,37900
2016,31525,30,13900
2018,11259,145,19490
2017,32525,20,13295
2017,27923,145,25950
2019,1493,145,27750
2019,8499,145,24990
2019,1000,145,32950
2019,5000,145,29950
2019,100,145,22450
2019,8362,145,23900
2019,11844,145,29990
2019,1000,145,26490
2019,5400,145,22490
2014,13442,125,12990
2016,35292,165,18995
2016,35500,20,11995
2018,19886,150,19695
2016,21072,30,14895
2016,11861,30,16947
2016,60431,160,16267
2014,37252,300,24500
2019,3061,145,27900
2018,11831,145,23495
2016,21774,30,16495
2019,9333,145,30000
2018,17289,150,27900
2019,1529,150,23900
2017,33200,150,22500
2014,41034,200,17500
2017,22122,145,16300
2019,17315,145,53900
2016,42574,20,13500
2019,2867,145,25900
2019,5669,145,23500
2019,5401,145,43990
2019,3953,145,23490
2019,5000,145,29290
2019,5000,145,31990
2019,5000,145,23490
2019,4023,145,22990
2017,25800,150,11950
2019,4500,150,32499
2017,29747,30,17599
2019,5000,145,21500
2019,6207,145,30950
2019,6123,145,32490
2019,5171,145,32490
2019,4256,145,26700
2016,31450,30,13800
2017,24200,145,17400
2017,22000,145,20900
2017,13078,145,15000
2018,10900,145,17700
2018,17693,145,29900
2018,26612,145,50000
2019,8394,145,26800
2019,500,145,25500
2016,14618,200,23695
2015,61287,200,28500
2019,7476,145,41000
2016,24059,160,18995
2016,31574,200,18900
2017,31169,145,21400
2016,35000,30,17900
2016,45454,30,12800
2019,5014,145,21490
2019,9946,145,22490
2015,47887,30,12995
2019,14401,145,29950
2017,38270,125,22000
2014,46987,260,23900
2016,10172,570,79900
2016,36461,0,34999
2017,29399,145,17612
2017,18300,145,15950
2018,18000,145,45950
2017,31800,145,45450
2019,7500,145,43990
2018,6500,145,15490
2018,14504,145,36400
2019,1863,145,22500
2018,12958,145,29900
2015,38000,30,11900
2016,36780,30,17400
2019,5000,145,23495
2017,16235,145,19400
2019,12139,145,33900
2019,2442,145,21900
2017,28112,150,13745
2017,22796,150,22945
2015,20396,150,16245
2016,20863,30,16950
2019,741,145,20000
2019,4158,145,26000
2019,3204,145,26000
2019,6497,145,26500
2017,18804,145,21495
2017,39659,145,15995
2019,500,145,30000
2019,9357,145,28500
2019,2411,145,24000
2019,500,145,36500
2019,500,145,27500
2014,35700,125,10700
2017,27898,150,28900
2016,29898,20,16900
2019,5900,150,43700
2019,14585,150,46990
2016,45202,125,14900
2019,4157,145,21600
2019,2142,145,25000
2019,4577,145,21800
2018,33121,150,24445
2019,2011,145,20000
2017,20887,145,18900
2019,2879,145,28400
2017,9706,145,21995
2017,14468,145,29900
2019,1849,145,22200
2019,2047,145,26700
2019,3119,145,31000
2018,8301,145,33445
2019,5152,145,35945
2017,35847,145,27245
2019,5472,145,23800
2017,4337,145,19495
2016,27838,145,18495
2019,3150,145,28790
2019,2414,145,35290
2019,6420,145,25000
2016,39889,160,31495
2017,21572,150,25400
2020,1261,145,32400
2020,1201,145,28900
2018,8684,145,20945
2019,10372,145,27490
2017,28542,150,34995
2018,10312,150,27995
2017,33295,150,19945
2018,12245,150,20745
2019,3701,150,20950
2019,262,150,33990
2019,288,150,31490
2019,8877,150,24490
2017,8908,150,14245
2017,15655,150,22945
2019,5844,150,21445
2019,5489,145,46400
2019,3904,145,27400
2020,924,145,30900
2020,828,145,30900
2019,8022,145,21700
2020,2183,145,36900
2020,1964,145,40900
2019,8503,145,35200
2019,500,145,25200
2017,36542,205,34795
2019,3694,145,29900
2019,9161,145,30500
2019,4288,145,27900
2019,4303,145,31200
2019,5906,145,29500
2019,500,145,27200
2019,500,145,25500
2019,4904,145,28200
2019,6243,145,53945
2019,1425,145,23490
2020,5000,145,29945
2020,5000,145,28945
2015,18682,200,22990
2018,26890,145,37450
2017,19921,145,21490
2017,22488,0,12990
2017,17914,145,20745
2019,11065,145,31290
2020,3000,145,33990
2019,5000,145,46490
2019,3000,145,66950
2019,3000,145,24490
2019,3000,145,27250
2019,3000,145,21000
2019,5000,145,41890
2019,10594,145,29490
2020,3000,145,40945
2016,29794,145,20990
2019,3000,145,37450
2019,5500,145,45490
2019,6000,145,27485
2019,4500,145,24245
2020,3000,145,23250
2020,3000,145,23250
2020,3000,145,32990
2014,39018,145,14745
2019,9108,145,55450
2020,5000,145,31990
2019,7000,145,24389
2017,13458,150,16970
2017,52600,150,19970
2019,5614,150,34470
2019,2346,150,24970
2019,3000,145,35845
2019,2200,145,35945
2019,11586,145,51990
2016,40063,200,21440
2019,6093,145,28945
2019,5000,145,28990
2019,9151,145,39490
2017,34000,145,20970
2020,215,145,51970
2017,51663,125,16970
2019,7126,150,29950
2017,23840,145,18000
2017,19000,150,14290
2017,18630,145,41970
2020,3000,145,34990
2020,3000,145,24490
2019,5476,145,38990
2020,1015,145,29970
2019,8815,145,27470
2020,1015,150,29970
2019,7987,150,30470
2019,6315,145,26970
2014,33178,205,14970
2019,6191,150,21470
2019,4977,150,21470
2019,8275,150,32970
2019,9683,150,31470
2019,5415,145,24970
2016,37730,150,16970
2019,5089,150,31470
2014,50100,30,15470
2020,3515,150,22970
2017,13500,30,11470
2019,3399,150,22470
2019,9588,150,23970
2019,7341,150,22270
2019,1124,150,22470
2019,972,150,26450
2019,9390,150,42970
2019,7203,150,32970
2019,701,150,30470
2019,14668,145,30970
2020,7015,145,26970
2019,1962,145,32970
2019,12350,145,27970
2020,5015,150,21970
2020,3015,150,22970
2020,2015,150,28970
2020,5515,150,29970
2020,3515,150,28970
2020,2015,150,32970
2020,1015,150,29970
2020,4915,150,31470
2017,14815,150,17970
2019,5815,145,41970
2019,4015,145,31970
2019,5000,145,23970
2019,5015,145,32970
2019,3215,145,26470
2019,5015,145,23970
2018,7500,145,37970
2018,12603,145,53870
2019,5415,145,55970
2019,5658,150,36450
2019,9991,150,62950
2019,3135,150,22950
2017,30985,160,29950
2017,28450,145,20950
2018,21357,150,28970
2016,28797,240,29470
2019,8911,145,34970
2018,19097,145,22470
2019,100,145,42970
2020,3700,145,43970
2018,9515,145,16970
2019,7815,145,21970
2019,4515,145,26970
2019,515,145,42470
2019,4515,145,24970
2019,6615,145,31970
2019,8838,145,26970
2019,4715,145,24970
2019,6015,145,24970
2018,8475,150,19450
2018,29500,150,21950
2019,7508,150,24450
2019,6763,150,33950
2019,4945,150,33950
2019,4322,150,38450
2019,2451,150,29950
2020,2888,150,25990
2019,9503,150,54950
2019,7230,150,24450
2019,5015,145,20470
2019,6015,145,28470
2019,6722,145,22470
2019,815,145,30970
2019,2803,145,26450
2019,8078,145,22450
2019,1427,145,27450
2019,2060,145,22950
2017,22216,150,20950
2018,10500,150,34950
2018,2146,150,36950
2019,6063,150,22450
2019,5515,145,32970
2019,11922,145,30470
2019,2050,145,29970
2019,14768,145,28970
2015,28392,30,14970
2017,26882,145,19970
2019,1145,145,22950
2019,3241,150,22450
2020,1183,150,24450
2019,1147,150,26950
2019,5268,145,24950
2017,19638,150,18950
2019,6857,145,23950
2020,1870,145,24450
2017,31608,145,20450
2016,25574,235,25950
2019,1844,145,32950
2019,1916,145,48450
2019,250,145,30650
2019,2777,145,27950
2018,10767,145,23450
2016,25111,145,19950
2019,2888,145,19950
2019,4741,145,52450
2017,30000,145,37950
2019,5572,145,30950
2019,10217,145,22450
2019,4460,145,33450
2019,6125,145,49950
2015,30851,200,19950
2019,4155,145,27950
2019,2611,145,29790
2019,6502,145,36990
2019,4500,145,36490
2019,5122,145,29950
2019,3584,145,27950
2019,6935,145,42950
2019,4507,145,47950
2018,20672,145,35950
2019,2866,145,28950
2019,8450,145,58450
2019,2085,145,26990
2016,22405,145,23745
2018,21177,145,21745
2018,19035,145,26790
2019,5695,145,36990
2018,18557,145,19750
2016,36910,125,17945
2019,1938,145,22950
2019,6745,145,22950
2019,9330,145,30950
2019,2308,145,32950
2017,38650,20,14750
2016,54114,125,16900
2017,16755,145,19900
2017,33916,150,25495
2016,35000,20,15950
2020,2888,150,25950
2020,2888,150,36950
2020,2888,150,24950
2017,8500,150,20950
2015,27685,165,19950
2016,17856,20,14695
2019,4900,145,25950
2019,8679,145,28950
2018,8226,145,22950
2017,36813,300,46950
2020,2000,145,42900
2019,3596,145,32750
2017,26979,145,49900
2018,5330,145,56900
2019,7329,145,30900
2019,8850,145,31500
2019,2581,145,25900
2020,1500,145,26500
2020,1500,145,26500
2020,1500,145,56900
2019,9121,145,36950
2019,3861,145,25750
2016,40674,125,20200
2018,6098,145,37900
2018,9058,145,19900
2019,150,145,28900
2020,4564,145,48750
2017,39424,145,16900
2019,7500,145,31500
2019,4000,145,35750
2019,4909,145,21750
2019,6500,145,30750
2020,1501,145,29750
2019,5808,145,32500
2020,1553,145,26500
2020,2000,145,38750
2020,500,135,43900
2018,30008,145,20495
2016,37350,20,13995
2016,27209,30,14500
2016,35080,0,14250
2015,58386,200,15900
2019,2888,145,26450
2019,6012,145,21900
2016,41206,125,17352
2016,65375,30,13551
2017,24472,150,23981
2019,6000,145,21900
2020,2888,145,29950
2019,2888,145,29950
2019,2888,145,27950
2019,16000,145,41950
